state,year,year_index,ipc_crimes,sll_crimes,total_crimes,growth_rate,avg_3yr_ipc,ipc_sll_ratio
Nagaland,2017,14,1068,485,1553,-0.2238372093023256,1248.6666666666667,2.2020618556701033
Nagaland,2018,15,1223,552,1775,0.1451310861423221,1222.3333333333333,2.2155797101449277
Nagaland,2019,16,1117,544,1661,-0.0866721177432543,1136.0,2.0533088235294117
Nagaland,2020,17,1022,489,1511,-0.08504923903312445,1120.6666666666667,2.0899795501022496
Odisha,2003,0,47281,11642,58923,0.0,47281.0,4.061243772547672
Odisha,2004,1,48739,13775,62514,0.030836911232841945,48739.0,3.5382214156079854
Odisha,2005,2,51685,13344,65029,0.06044440796897761,49235.0,3.8732763788968825
Odisha,2006,3,52792,12760,65552,0.02141820644287511,51072.0,4.13730407523511
Odisha,2007,4,54872,12162,67034,0.0393999090771329,53116.333333333336,4.511757934550238
Odisha,2008,5,56755,11163,67918,0.03431622685522671,54806.333333333336,5.084206754456687
Odisha,2009,6,55740,12731,68471,-0.01788388688221302,55789.0,4.378289215301233
Odisha,2010,7,56459,12049,68508,0.012899174739863652,56318.0,4.68578305253548
Odisha,2011,8,61277,12353,73630,0.08533626171203883,57825.333333333336,4.9604954262122565
Odisha,2012,9,67957,16003,83960,0.1090131697047832,61897.666666666664,4.246516278197838
Odisha,2013,10,71718,18466,90184,0.05534382035699045,66984.0,3.8837864182822486
Odisha,2014,11,74569,19088,93657,0.03975292116344572,71414.66666666667,3.9065905280804696
Odisha,2015,12,83360,19848,103208,0.11789081253604045,76549.0,4.1999193873438125
Odisha,2016,13,81460,22105,103565,-0.02279270633397313,79796.33333333333,3.6851391087989143
Odisha,2017,14,83583,20283,103866,0.026061870856862263,82801.0,4.1208401124094065
Odisha,2018,15,83769,23639,107408,0.002225332902623739,82937.33333333333,3.543677820550785
Odisha,2019,16,96033,25492,121525,0.14640260716971673,87795.0,3.7671818609759926
Odisha,2020,17,108533,25697,134230,0.13016358959940855,96111.66666666667,4.223566953340857
Punjab,2003,0,28756,25739,54495,0.0,28756.0,1.1172151210225727
Punjab,2004,1,25630,24294,49924,-0.10870774794825427,25630.0,1.0549930023874208
Punjab,2005,2,27136,26592,53728,0.058759266484588374,27174.0,1.0204572803850782
Punjab,2006,3,32068,20730,52798,0.18175117924528303,28278.0,1.5469368065605402
Punjab,2007,4,35793,22612,58405,0.11615941125109143,31665.666666666668,1.5829205731470015
Punjab,2008,5,35314,20044,55358,-0.013382504959070209,34391.666666666664,1.761823987228098
Punjab,2009,6,35545,17911,53456,0.0065413150591833264,35550.666666666664,1.9845346435151583
Punjab,2010,7,36648,18338,54986,0.031031087354058236,35835.666666666664,1.9984731159341258
Punjab,2011,8,34883,16406,51289,-0.048160881903514516,35692.0,2.1262343045227357
Punjab,2012,9,35790,23677,59467,0.026001204024883182,35773.666666666664,1.511593529585674
Punjab,2013,10,36667,27616,64283,0.02450405141100866,35780.0,1.3277447856315179
Punjab,2014,11,37162,27812,64974,0.013499877273842964,36539.666666666664,1.3361858190709046
Punjab,2015,12,37983,22253,60236,0.022092460039825627,37270.666666666664,1.7068709836875926
Punjab,2016,13,40007,17732,57739,0.05328699681436432,38384.0,2.2562034739454093
Punjab,2017,14,39288,31385,70673,-0.017971854925388057,39092.666666666664,1.2518081886251393
Punjab,2018,15,41640,28678,70318,0.05986560781918143,40311.666666666664,1.4519840993095754
Punjab,2019,16,44697,28158,72855,0.0734149855907781,41875.0,1.5873641593863201
Punjab,2020,17,49870,33005,82875,0.11573483678994116,45402.333333333336,1.510983184366005
Rajasthan,2003,0,145579,33850,179429,0.0,145579.0,4.300709010339734
Rajasthan,2004,1,154859,31302,186161,0.06374545779267614,154859.0,4.9472557664047025
Rajasthan,2005,2,140917,31072,171989,-0.09003028561465591,147118.33333333334,4.535176364572606
Rajasthan,2006,3,141992,35942,177934,0.00762860407190048,145922.66666666666,3.950587056925046
Rajasthan,2007,4,148870,37631,186501,0.048439348695701163,143926.33333333334,3.9560468762456487
Rajasthan,2008,5,151174,40359,191533,0.015476590313696513,147345.33333333334,3.7457320548080975
Rajasthan,2009,6,166565,43780,210345,0.10180983502454126,155536.33333333334,3.80459113750571
Rajasthan,2010,7,162957,49810,212767,-0.021661213340137483,160232.0,3.2715719734992974
Rajasthan,2011,8,165622,58982,224604,0.016354007498910757,165048.0,2.808009223152826
Rajasthan,2012,9,170948,71604,242552,0.03215756360869933,166509.0,2.3874085246634267
Rajasthan,2013,10,196224,72155,268379,0.1478578281114725,177598.0,2.719478899591158
Rajasthan,2014,11,210418,58140,268558,0.07233569797782126,192530.0,3.619160646714826
Rajasthan,2015,12,198080,64096,262176,-0.05863566805121235,201574.0,3.09036445332002
Rajasthan,2016,13,180398,70749,251147,-0.08926696284329563,196298.66666666666,2.5498310930189825
Rajasthan,2017,14,169941,75612,245553,-0.057966274570671515,182806.33333333334,2.247540073004285
Rajasthan,2018,15,171889,78657,250546,0.011462801795917407,174076.0,2.185298193422073
Rajasthan,2019,16,225306,79088,304394,0.31076450500032,189045.33333333334,2.8488013352215256
Rajasthan,2020,17,193279,67099,260378,-0.14214889971860492,196824.66666666666,2.8805049255577577
Sikkim,2003,0,443,175,618,0.0,443.0,2.5314285714285716
Sikkim,2004,1,631,156,787,0.42437923250564336,631.0,4.044871794871795
Sikkim,2005,2,552,369,921,-0.12519809825673534,542.0,1.4959349593495934
Sikkim,2006,3,703,143,846,0.27355072463768115,628.6666666666666,4.916083916083916
Sikkim,2007,4,667,190,857,-0.051209103840682786,640.6666666666666,3.5105263157894737
Sikkim,2008,5,730,81,811,0.0944527736131934,700.0,9.012345679012345
Sikkim,2009,6,669,86,755,-0.08356164383561644,688.6666666666666,7.77906976744186
Sikkim,2010,7,552,164,716,-0.17488789237668162,650.3333333333334,3.3658536585365852
Sikkim,2011,8,596,171,767,0.07971014492753623,605.6666666666666,3.4853801169590644
Sikkim,2012,9,528,210,738,-0.11409395973154363,558.6666666666666,2.5142857142857142
Sikkim,2013,10,851,284,1135,0.6117424242424242,658.3333333333334,2.9964788732394365
Sikkim,2014,11,1065,200,1265,0.25146886016451236,814.6666666666666,5.325
Sikkim,2015,12,766,184,950,-0.28075117370892017,894.0,4.163043478260869
Sikkim,2016,13,809,211,1020,0.05613577023498695,880.0,3.8341232227488153
Sikkim,2017,14,719,260,979,-0.11124845488257108,764.6666666666666,2.7653846153846153
Sikkim,2018,15,620,249,869,-0.1376912378303199,716.0,2.4899598393574296
Sikkim,2019,16,632,189,821,0.01935483870967742,657.0,3.3439153439153437
Sikkim,2020,17,504,171,675,-0.20253164556962025,585.3333333333334,2.9473684210526314
Tamil Nadu,2003,0,157186,576863,734049,0.0,157186.0,0.27248410801178097
Tamil Nadu,2004,1,166606,636211,802817,0.05992900131054928,166606.0,0.26187224049882823
Tamil Nadu,2005,2,162360,533721,696081,-0.025485276640697215,162050.66666666666,0.3042038818034141
Tamil Nadu,2006,3,148972,449207,598179,-0.08245873367824587,159312.66666666666,0.3316333004605894
Tamil Nadu,2007,4,172754,474963,647717,0.15964073785677846,161362.0,0.3637209635276853
Tamil Nadu,2008,5,176833,491797,668630,0.023611609571992546,166186.33333333334,0.35956502378013694
Tamil Nadu,2009,6,174691,543266,717957,-0.012113123681665752,174759.33333333334,0.32155702731258723
Tamil Nadu,2010,7,185678,515788,701466,0.06289390981790705,179067.33333333334,0.3599889877236384
Tamil Nadu,2011,8,192879,526208,719087,0.038782192828444945,184416.0,0.36654516845049867
Tamil Nadu,2012,9,200474,549064,749538,0.03937701875268951,193010.33333333334,0.36511954890504567
Tamil Nadu,2013,10,203579,493099,696678,0.015488292746191526,198977.33333333334,0.4128562418500139
Tamil Nadu,2014,11,193200,311879,505079,-0.050982665206136195,199084.33333333334,0.6194710127966294
Tamil Nadu,2015,12,187558,254604,442162,-0.029202898550724637,194779.0,0.7366655669196085
Tamil Nadu,2016,13,179896,287473,467369,-0.04085136331161561,186884.66666666666,0.6257839866700525
Tamil Nadu,2017,14,178836,242040,420876,-0.0058922933250322405,182096.66666666666,0.7388696083292018
Tamil Nadu,2018,15,185912,313276,499188,0.03956697756603816,181548.0,0.5934447579769916
Tamil Nadu,2019,16,168116,286978,455094,-0.09572270751753517,177621.33333333334,0.5858149405180885
Tamil Nadu,2020,17,891700,485981,1377681,4.304075757215256,415242.6666666667,1.834845395190347
Telangana,2003,0,0,0,0,0.0,0.0,0.0
Telangana,2004,1,0,0,0,0.0,0.0,0.0
Telangana,2005,2,0,0,0,0.0,0.0,0.0
Telangana,2006,3,0,0,0,0.0,0.0,0.0
Telangana,2007,4,0,0,0,0.0,0.0,0.0
Telangana,2008,5,0,0,0,0.0,0.0,0.0
Telangana,2009,6,0,0,0,0.0,0.0,0.0
Telangana,2010,7,0,0,0,0.0,0.0,0.0
Telangana,2011,8,0,0,0,0.0,0.0,0.0
Telangana,2012,9,0,0,0,0.0,0.0,0.0
Telangana,2013,10,0,0,0,0.0,0.0,0.0
Telangana,2014,11,106830,20876,127706,0.0,35610.0,5.117359647442039
Telangana,2015,12,106282,16496,122778,-0.005129645230740429,71037.33333333333,6.442895247332687
Telangana,2016,13,108991,11282,120273,0.025488793963229898,107367.66666666667,9.66060982095373
Telangana,2017,14,119858,13339,133197,0.09970548026901303,111710.33333333333,8.985531149261563
Telangana,2018,15,113951,12907,126858,-0.049283318593669176,114266.66666666667,8.82862012861238
Telangana,2019,16,118338,12916,131254,0.038499003957841525,117382.33333333333,9.16212449674822
Telangana,2020,17,135885,11619,147504,0.1482786594331491,122724.66666666667,11.695068422411568
Tripura,2003,0,3514,78,3592,0.0,3514.0,45.05128205128205
Tripura,2004,1,3081,110,3191,-0.1232214001138304,3081.0,28.009090909090908
Tripura,2005,2,3356,213,3569,0.08925673482635509,3317.0,15.755868544600938
Tripura,2006,3,3940,206,4146,0.17401668653158522,3459.0,19.12621359223301
Tripura,2007,4,4273,175,4448,0.08451776649746193,3856.3333333333335,24.417142857142856
Tripura,2008,5,5336,245,5581,0.24877135501989234,4516.333333333333,21.779591836734692
Tripura,2009,6,5486,208,5694,0.02811094452773613,5031.666666666667,26.375
Tripura,2010,7,5805,178,5983,0.058148013124316444,5542.333333333333,32.6123595505618
Tripura,2011,8,5803,148,5951,-0.0003445305770887166,5698.0,39.20945945945946
Tripura,2012,9,6264,207,6471,0.0794416681027055,5957.333333333333,30.26086956521739
Tripura,2013,10,6210,336,6546,-0.008620689655172414,6092.333333333333,18.482142857142858
Tripura,2014,11,5499,260,5759,-0.1144927536231884,5991.0,21.15
Tripura,2015,12,4692,172,4864,-0.14675395526459356,5467.0,27.27906976744186
Tripura,2016,13,3933,148,4081,-0.16176470588235295,4708.0,26.574324324324323
Tripura,2017,14,3918,320,4238,-0.0038138825324180014,4181.0,12.24375
Tripura,2018,15,5325,753,6078,0.35911179173047475,4392.0,7.0717131474103585
Tripura,2019,16,5336,652,5988,0.0020657276995305163,4859.666666666667,8.184049079754601
Tripura,2020,17,4010,643,4653,-0.2485007496251874,4890.333333333333,6.236391912908243
Uttar Pradesh,2003,0,95073,730661,825734,0.0,95073.0,0.13011916607017482
Uttar Pradesh,2004,1,130181,857586,987767,0.3692741367159972,130181.0,0.1517993530677973
Uttar Pradesh,2005,2,122108,1010654,1132762,-0.06201365790706785,115787.33333333333,0.12082077545826762
Uttar Pradesh,2006,3,127001,1189216,1316217,0.04007108461362073,126430.0,0.10679388773780372
Uttar Pradesh,2007,4,150258,1444342,1594600,0.18312454232643838,133122.33333333334,0.10403214751076961
Uttar Pradesh,2008,5,168996,1901712,2070708,0.12470550652877052,148751.66666666666,0.08886519094373911
Uttar Pradesh,2009,6,172884,2343444,2516328,0.02300646169140098,164046.0,0.07377347186448663
Uttar Pradesh,2010,7,174179,2113620,2287799,0.007490571712824784,172019.66666666666,0.08240790681390221
Uttar Pradesh,2011,8,195135,1890833,2085968,0.12031301132742753,180732.66666666666,0.10320054706047546
Uttar Pradesh,2012,9,198093,1626067,1824160,0.015158736259512645,189135.66666666666,0.1218233935010058
Uttar Pradesh,2013,10,226445,1916743,2143188,0.14312469395687885,206557.66666666666,0.11814051231698772
Uttar Pradesh,2014,11,240475,2393330,2633805,0.061957649760427475,221671.0,0.10047715943894073
Uttar Pradesh,2015,12,241920,232639,474559,0.006008940638319991,236280.0,1.0398944287071386
Uttar Pradesh,2016,13,282171,211854,494025,0.16638144841269842,254855.33333333334,1.3319125435441388
Uttar Pradesh,2017,14,310084,289998,600082,0.09892228471387918,278058.3333333333,1.0692625466382526
Uttar Pradesh,2018,15,342355,242802,585157,0.1040717998993821,311536.6666666667,1.4100172156736765
Uttar Pradesh,2019,16,353131,275447,628578,0.03147609937053643,335190.0,1.2820288476549027
Uttar Pradesh,2020,17,355110,302815,657925,0.005604152566611257,350198.6666666667,1.1726962006505621
Uttarakhand,2003,0,7923,47383,55306,0.0,7923.0,0.16721186923580186
Uttarakhand,2004,1,8634,65390,74024,0.08973873532752745,8634.0,0.13203853800275273
Uttarakhand,2005,2,8033,126953,134986,-0.06960852443826732,8196.666666666666,0.06327538537884099
Uttarakhand,2006,3,8412,120325,128737,0.04718038092866924,8359.666666666666,0.06991065863286931
Uttarakhand,2007,4,9599,140428,150027,0.14110794103661436,8681.333333333334,0.06835531375509157
Uttarakhand,2008,5,8856,149626,158482,-0.07740389623919158,8955.666666666666,0.05918757435205112
Uttarakhand,2009,6,8802,186738,195540,-0.006097560975609756,9085.666666666666,0.04713555891141599
Uttarakhand,2010,7,9240,160196,169436,0.04976141785957737,8966.0,0.057679342805063795
Uttarakhand,2011,8,8774,78296,87070,-0.050432900432900434,8938.666666666666,0.11206191887197303
Uttarakhand,2012,9,8882,126538,135420,0.012309095053567358,8965.333333333334,0.07019235328517916
Uttarakhand,2013,10,9546,168414,177960,0.07475793740148615,9067.333333333334,0.05668174854822046
Uttarakhand,2014,11,9156,170767,179923,-0.04085480829666876,9194.666666666666,0.05361691661737924
Uttarakhand,2015,12,10248,4796,15044,0.11926605504587157,9650.0,2.1367806505421183
Uttarakhand,2016,13,10867,5207,16074,0.060402029664324744,10090.333333333334,2.0869982715575186
Uttarakhand,2017,14,12889,15972,28861,0.18606791202723844,11334.666666666666,0.8069747057350363
Uttarakhand,2018,15,14739,19976,34715,0.14353324540305687,12831.666666666666,0.7378354024829796
Uttarakhand,2019,16,12081,16187,28268,-0.1803378790962752,13236.333333333334,0.7463396552789275
Uttarakhand,2020,17,13812,43520,57332,0.14328284082443507,13544.0,0.3173713235294118
West Bengal,2003,0,61174,1058493,1119667,0.0,61174.0,0.05779348564421305
West Bengal,2004,1,69350,1278298,1347648,0.13365155131264916,69350.0,0.05425182547418521
West Bengal,2005,2,66406,9235,75641,-0.042451333813987024,65643.33333333333,7.190687601515972
West Bengal,2006,3,68052,7588,75640,0.024786916844863414,67936.0,8.96837111228255
West Bengal,2007,4,81102,6453,87555,0.19176512078998412,71853.33333333333,12.568107856810785
West Bengal,2008,5,105419,6956,112375,0.29983230993070453,84857.66666666667,15.155117883841289
West Bengal,2009,6,113036,7092,120128,0.07225452717252108,99852.33333333333,15.938522278623802
West Bengal,2010,7,129616,7434,137050,0.1466789341448742,116023.66666666667,17.435566316922248
West Bengal,2011,8,143197,11635,154832,0.10477873102086162,128616.33333333333,12.307434464976364
West Bengal,2012,9,161427,12334,173761,0.12730713632268834,144746.66666666666,13.087968217934165
West Bengal,2013,10,169535,19618,189153,0.0502270376083307,158053.0,8.641808543174635
West Bengal,2014,11,185672,20708,206380,0.09518388533341197,172211.33333333334,8.966196638980104
West Bengal,2015,12,179501,26777,206278,-0.03323602912663191,178236.0,6.703551555439369
West Bengal,2016,13,176569,27831,204400,-0.01633417084027387,180580.66666666666,6.344328267040351
West Bengal,2017,14,163999,31538,195537,-0.07119029954295487,173356.33333333334,5.200044390893526
West Bengal,2018,15,157610,30453,188063,-0.03895755461923548,166059.33333333334,5.175516369487407
West Bengal,2019,16,157506,30543,188049,-0.0006598566080832435,159705.0,5.1568608191729695
West Bengal,2020,17,158060,24307,182367,0.0035173263240765433,157725.33333333334,6.502653556588637
Andaman and Nicobar Islands,2003,0,644,6003,6647,0.0,644.0,0.10727969348659004
Andaman and Nicobar Islands,2004,1,748,7028,7776,0.16149068322981366,748.0,0.1064314171883893
Andaman and Nicobar Islands,2005,2,682,7114,7796,-0.08823529411764706,691.3333333333334,0.09586730390778746
Andaman and Nicobar Islands,2006,3,676,6526,7202,-0.008797653958944282,702.0,0.10358565737051793
Andaman and Nicobar Islands,2007,4,807,5304,6111,0.1937869822485207,721.6666666666666,0.1521493212669683
Andaman and Nicobar Islands,2008,5,882,4900,5782,0.09293680297397769,788.3333333333334,0.18
Andaman and Nicobar Islands,2009,6,941,5177,6118,0.06689342403628118,876.6666666666666,0.1817655012555534
Andaman and Nicobar Islands,2010,7,980,4430,5410,0.04144527098831031,934.3333333333334,0.22121896162528218
Andaman and Nicobar Islands,2011,8,793,3772,4565,-0.19081632653061226,904.6666666666666,0.21023329798515378
Andaman and Nicobar Islands,2012,9,683,2186,2869,-0.13871374527112232,818.6666666666666,0.31244281793229645
Andaman and Nicobar Islands,2013,10,2046,2046,4092,1.9956076134699854,1174.0,1.0
Andaman and Nicobar Islands,2014,11,746,2122,2868,-0.635386119257087,1158.3333333333333,0.351555136663525
Andaman and Nicobar Islands,2015,12,862,862,1724,0.1554959785522788,1218.0,1.0
Andaman and Nicobar Islands,2016,13,802,1689,2491,-0.06960556844547564,803.3333333333334,0.47483718176435763
Andaman and Nicobar Islands,2017,14,638,2376,3014,-0.20448877805486285,767.3333333333334,0.26851851851851855
Andaman and Nicobar Islands,2018,15,706,2993,3699,0.10658307210031348,715.3333333333334,0.2358837287003007
Andaman and Nicobar Islands,2019,16,564,3470,4034,-0.20113314447592068,636.0,0.16253602305475504
Andaman and Nicobar Islands,2020,17,482,2060,2542,-0.1453900709219858,584.0,0.23398058252427184
Chandigarh,2003,0,2806,1125,3931,0.0,2806.0,2.494222222222222
Chandigarh,2004,1,2889,1030,3919,0.029579472558802566,2889.0,2.804854368932039
Chandigarh,2005,2,3133,803,3936,0.0844582900657667,2942.6666666666665,3.9016189290161893
Chandigarh,2006,3,3126,917,4043,-0.0022342802425789976,3049.3333333333335,3.4089422028353327
Chandigarh,2007,4,3643,853,4496,0.1653870761356366,3300.6666666666665,4.270808909730364
Chandigarh,2008,5,3931,605,4536,0.07905572330496843,3566.6666666666665,6.497520661157025
Chandigarh,2009,6,3555,556,4111,-0.09564996184177055,3709.6666666666665,6.393884892086331
Chandigarh,2010,7,3373,517,3890,-0.05119549929676512,3619.6666666666665,6.524177949709864
Chandigarh,2011,8,3542,687,4229,0.05010376519418915,3490.0,5.155749636098981
Chandigarh,2012,9,3606,1467,5073,0.018068887634105024,3507.0,2.458077709611452
Chandigarh,2013,10,1355,1355,2710,-0.6242373821408763,2834.3333333333335,1.0
Chandigarh,2014,11,3221,1457,4678,1.3771217712177122,2727.3333333333335,2.210706932052162
Chandigarh,2015,12,3248,3248,6496,0.008382489909965849,2608.0,1.0
Chandigarh,2016,13,2996,1260,4256,-0.07758620689655173,3155.0,2.3777777777777778
Chandigarh,2017,14,3240,2222,5462,0.0814419225634179,3161.3333333333335,1.458145814581458
Chandigarh,2018,15,3072,2895,5967,-0.05185185185185185,3102.6666666666665,1.061139896373057
Chandigarh,2019,16,2819,1699,4518,-0.08235677083333333,3043.6666666666665,1.6592113007651559
Chandigarh,2020,17,2583,671,3254,-0.0837176303653778,2824.6666666666665,3.849478390461997
Dadra and Nagar Haveli and Daman and Diu,2003,0,338,20,358,0.0,338.0,16.9
Dadra and Nagar Haveli and Daman and Diu,2004,1,409,25,434,0.21005917159763313,409.0,16.36
Dadra and Nagar Haveli and Daman and Diu,2005,2,434,25,459,0.061124694376528114,393.6666666666667,17.36
Dadra and Nagar Haveli and Daman and Diu,2006,3,435,9,444,0.002304147465437788,426.0,48.333333333333336
Dadra and Nagar Haveli and Daman and Diu,2007,4,425,15,440,-0.022988505747126436,431.3333333333333,28.333333333333332
Dadra and Nagar Haveli and Daman and Diu,2008,5,401,16,417,-0.05647058823529412,420.3333333333333,25.0625
Dadra and Nagar Haveli and Daman and Diu,2009,6,442,18,460,0.10224438902743142,422.6666666666667,24.555555555555557
Dadra and Nagar Haveli and Daman and Diu,2010,7,378,42,420,-0.14479638009049775,407.0,9.0
Dadra and Nagar Haveli and Daman and Diu,2011,8,372,19,391,-0.015873015873015872,397.3333333333333,19.57894736842105
Dadra and Nagar Haveli and Daman and Diu,2012,9,318,21,339,-0.14516129032258066,356.0,15.142857142857142
Dadra and Nagar Haveli and Daman and Diu,2013,10,15,15,30,-0.9528301886792453,235.0,1.0
Dadra and Nagar Haveli and Daman and Diu,2014,11,277,20,297,17.466666666666665,203.33333333333334,13.85
Dadra and Nagar Haveli and Daman and Diu,2015,12,269,269,538,-0.02888086642599278,187.0,1.0
Dadra and Nagar Haveli and Daman and Diu,2016,13,244,12,256,-0.09293680297397769,263.3333333333333,20.333333333333332
Dadra and Nagar Haveli and Daman and Diu,2017,14,266,43,309,0.09016393442622951,259.6666666666667,6.186046511627907
Dadra and Nagar Haveli and Daman and Diu,2018,15,574,75,649,1.1578947368421053,361.3333333333333,7.653333333333333
Dadra and Nagar Haveli and Daman and Diu,2019,16,548,112,660,-0.04529616724738676,462.6666666666667,4.892857142857143
Dadra and Nagar Haveli and Daman and Diu,2020,17,441,92,533,-0.19525547445255476,521.0,4.793478260869565
Delhi,2003,0,47404,21910,69314,0.0,47404.0,2.1635782747603836
Delhi,2004,1,53623,25136,78759,0.13119146063623324,53623.0,2.1333147676639084
Delhi,2005,2,56065,26573,82638,0.04554016000596759,52364.0,2.109848342302337
Delhi,2006,3,57963,30372,88335,0.03385356282885936,55883.666666666664,1.908435401027262
Delhi,2007,4,56065,20994,77059,-0.032745026999982746,56697.666666666664,2.6705249118795846
Delhi,2008,5,49350,6754,56104,-0.11977169356996344,54459.333333333336,7.3067811667160205
Delhi,2009,6,50251,4053,54304,0.018257345491388046,51888.666666666664,12.39847026893659
Delhi,2010,7,51292,4667,55959,0.020716005651628823,50297.666666666664,10.990357831583458
Delhi,2011,8,53353,5896,59249,0.04018170474927864,51632.0,9.049016282225237
Delhi,2012,9,54287,6080,60367,0.017506044646036775,52977.333333333336,8.928782894736843
Delhi,2013,10,6616,6616,13232,-0.8781292022031058,38085.333333333336,1.0
Delhi,2014,11,155654,9908,165562,22.526904474002418,72185.66666666667,15.709931368591038
Delhi,2015,12,191377,8599,199976,0.22950261477379316,117882.33333333333,22.255727410163974
Delhi,2016,13,209519,7401,216920,0.09479718043443047,185516.66666666666,28.309552763140115
Delhi,2017,14,232066,12648,244714,0.10761315202917159,210987.33333333334,18.348039215686274
Delhi,2018,15,249012,13600,262612,0.07302232985443796,230199.0,18.30970588235294
Delhi,2019,16,299475,16786,316261,0.2026528841983519,260184.33333333334,17.84076015727392
Delhi,2020,17,249192,16878,266070,-0.1679038317054846,265893.0,14.764308567365802
Jammu and Kashmir,2003,0,21233,3002,24235,0.0,21233.0,7.072951365756163
Jammu and Kashmir,2004,1,21191,2638,23829,-0.001978053030659822,21191.0,8.03297952994693
Jammu and Kashmir,2005,2,20115,2735,22850,-0.05077627294606201,20846.333333333332,7.354661791590494
Jammu and Kashmir,2006,3,20787,2816,23603,0.033407904548844146,20697.666666666668,7.381747159090909
Jammu and Kashmir,2007,4,21443,2382,23825,0.03155818540433925,20781.666666666668,9.002099076406381
Jammu and Kashmir,2008,5,20604,1945,22549,-0.03912698782819568,20944.666666666668,10.59331619537275
Jammu and Kashmir,2009,6,21975,2033,24008,0.06654047757716948,21340.666666666668,10.809149040826364
Jammu and Kashmir,2010,7,23223,2049,25272,0.05679180887372014,21934.0,11.333821376281113
Jammu and Kashmir,2011,8,24504,2086,26590,0.05516083193385867,23234.0,11.746883988494726
Jammu and Kashmir,2012,9,24608,1950,26558,0.004244205027750571,24111.666666666668,12.61948717948718
Jammu and Kashmir,2013,10,25390,1517,26907,0.031778283485045515,24834.0,16.736980883322346
Jammu and Kashmir,2014,11,45335,1605,46940,0.7855454903505317,31777.666666666668,28.246105919003114
Jammu and Kashmir,2015,12,23583,1727,25310,-0.479805889489357,31436.0,13.655471916618414
Jammu and Kashmir,2016,13,24501,2123,26624,0.03892634524869609,31139.666666666668,11.540744229863401
Jammu and Kashmir,2017,14,22667,2941,25608,-0.0748540875882617,23583.666666666668,7.707242434546073
Jammu and Kashmir,2018,15,24216,3060,27276,0.06833723033484802,23794.666666666668,7.913725490196079
Jammu and Kashmir,2019,16,22404,3004,25408,-0.07482656095143707,23095.666666666668,7.458055925432756
Jammu and Kashmir,2020,17,25233,3678,28911,0.12627209426888056,23951.0,6.8605220228384995
Ladakh,2003,0,0,0,0,0.0,0.0,0.0
Ladakh,2004,1,0,0,0,0.0,0.0,0.0
Ladakh,2005,2,0,0,0,0.0,0.0,0.0
Ladakh,2006,3,0,0,0,0.0,0.0,0.0
Ladakh,2007,4,0,0,0,0.0,0.0,0.0
Ladakh,2008,5,0,0,0,0.0,0.0,0.0
Ladakh,2009,6,0,0,0,0.0,0.0,0.0
Ladakh,2010,7,0,0,0,0.0,0.0,0.0
Ladakh,2011,8,0,0,0,0.0,0.0,0.0
Ladakh,2012,9,0,0,0,0.0,0.0,0.0
Ladakh,2013,10,0,0,0,0.0,0.0,0.0
Ladakh,2014,11,0,0,0,0.0,0.0,0.0
Ladakh,2015,12,0,0,0,0.0,0.0,0.0
Ladakh,2016,13,0,0,0,0.0,0.0,0.0
Ladakh,2017,14,0,0,0,0.0,0.0,0.0
Ladakh,2018,15,0,0,0,0.0,0.0,0.0
Ladakh,2019,16,0,0,0,0.0,0.0,0.0
Ladakh,2020,17,387,16,403,0.0,129.0,24.1875
Lakshadweep,2003,0,31,1,32,0.0,31.0,31.0
Lakshadweep,2004,1,70,5,75,1.2580645161290323,70.0,14.0
Lakshadweep,2005,2,42,7,49,-0.4,47.666666666666664,6.0
Lakshadweep,2006,3,80,13,93,0.9047619047619048,64.0,6.153846153846154
Lakshadweep,2007,4,56,10,66,-0.3,59.333333333333336,5.6
Lakshadweep,2008,5,95,7,102,0.6964285714285714,77.0,13.571428571428571
Lakshadweep,2009,6,134,7,141,0.4105263157894737,95.0,19.142857142857142
Lakshadweep,2010,7,42,17,59,-0.6865671641791045,90.33333333333333,2.4705882352941178
Lakshadweep,2011,8,44,11,55,0.047619047619047616,73.33333333333333,4.0
Lakshadweep,2012,9,60,30,90,0.36363636363636365,48.666666666666664,2.0
Lakshadweep,2013,10,22,22,44,-0.6333333333333333,42.0,1.0
Lakshadweep,2014,11,81,34,115,2.6818181818181817,54.333333333333336,2.3823529411764706
Lakshadweep,2015,12,50,50,100,-0.38271604938271603,51.0,1.0
Lakshadweep,2016,13,36,14,50,-0.28,55.666666666666664,2.5714285714285716
Lakshadweep,2017,14,78,36,114,1.1666666666666667,54.666666666666664,2.1666666666666665
Lakshadweep,2018,15,48,29,77,-0.38461538461538464,54.0,1.6551724137931034
Lakshadweep,2019,16,123,59,182,1.5625,83.0,2.0847457627118646
Lakshadweep,2020,17,107,40,147,-0.13008130081300814,92.66666666666667,2.675
Puducherry,2003,0,4517,1260,5777,0.0,4517.0,3.584920634920635
Puducherry,2004,1,4620,1370,5990,0.022802745184857205,4620.0,3.372262773722628
Puducherry,2005,2,4575,1219,5794,-0.00974025974025974,4570.666666666667,3.753076292042658
Puducherry,2006,3,4687,997,5684,0.02448087431693989,4627.333333333333,4.701103309929789
Puducherry,2007,4,5054,1178,6232,0.0783016855131214,4772.0,4.290322580645161
Puducherry,2008,5,4989,1104,6093,-0.012861100118717847,4910.0,4.519021739130435
